@relation answerExp9
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"LOC:country" , "name" , "the" , "country" , "of" , "name the" , "the country" , "name country" , "name of" , "the of" , "country of" 
"NUM:other" , "what" , "men" , "par" , "on" , "what men" , "men par" , "what par" , "what on" , "men on" , "par on" 
"NUM:count" , "how" , "many" , "countries" , "are" , "how many" , "many countries" , "how countries" , "how are" , "many are" , "countries are" 
"LOC:other" , "where" , "does" , "most" , "of" , "where does" , "does most" , "where most" , "where of" , "does of" , "most of" 
"HUM:ind" , "who" , "are" , "the" , "top" , "who are" , "are the" , "who the" , "who top" , "are top" , "the top" 
"NUM:count" , "how" , "many" , "yards" , "are" , "how many" , "many yards" , "how yards" , "how are" , "many are" , "yards are" 
"HUM:ind" , "what" , "actor" , "was" , "the" , "what actor" , "actor was" , "what was" , "what the" , "actor the" , "was the" 
"NUM:date" , "when" , "was" , "the" , "first" , "when was" , "was the" , "when the" , "when first" , "was first" , "the first" 
"LOC:country" , "what" , "country" , "boasts" , "cawdor" , "what country" , "country boasts" , "what boasts" , "what cawdor" , "country cawdor" , "boasts cawdor" 
"LOC:country" , "what" , "country" , "is" , "mount" , "what country" , "country is" , "what is" , "what mount" , "country mount" , "is mount" 
"LOC:country" , "which" , "country" , "is" , "the" , "which country" , "country is" , "which is" , "which the" , "country the" , "is the" 
"HUM:ind" , "name" , "the" , "four" , "horsemen" , "name the" , "the four" , "name four" , "name horsemen" , "the horsemen" , "four horsemen" 
"NUM:count" , "how" , "many" , "watts" , "make" , "how many" , "many watts" , "how watts" , "how make" , "many make" , "watts make" 
"HUM:ind" , "what" , "female" , "faith" , "healer" , "what female" , "female faith" , "what faith" , "what healer" , "female healer" , "faith healer" 
"LOC:other" , "where" , "did" , "king" , "francis" , "where did" , "did king" , "where king" , "where francis" , "did francis" , "king francis" 
"HUM:ind" , "what" , "famous" , "team" , "did" , "what famous" , "famous team" , "what team" , "what did" , "famous did" , "team did" 
"NUM:count" , "how" , "many" , "times" , "has" , "how many" , "many times" , "how times" , "how has" , "many has" , "times has" 
"NUM:money" , "what" , "are" , "bottle" , "caps" , "what are" , "are bottle" , "what bottle" , "what caps" , "are caps" , "bottle caps" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "who" , "tramped" , "through" , "florida" , "who tramped" , "tramped through" , "who through" , "who florida" , "tramped florida" , "through florida" 
"NUM:date" , "in" , "what" , "day" , "of" , "in what" , "what day" , "in day" , "in of" , "what of" , "day of" 
"NUM:count" , "how" , "many" , "american" , "soldiers" , "how many" , "many american" , "how american" , "how soldiers" , "many soldiers" , "american soldiers" 
"NUM:count" , "how" , "many" , "feet" , "more" , "how many" , "many feet" , "how feet" , "how more" , "many more" , "feet more" 
"NUM:period" , "how" , "long" , "ago" , "did" , "how long" , "long ago" , "how ago" , "how did" , "long did" , "ago did" 
"NUM:money" , "how" , "much" , "did" , "lucy" , "how much" , "much did" , "how did" , "how lucy" , "much lucy" , "did lucy" 
"HUM:ind" , "who" , "followed" , "up" , "his" , "who followed" , "followed up" , "who up" , "who his" , "followed his" , "up his" 
"NUM:date" , "when" , "was" , "the" , "parthenon" , "when was" , "was the" , "when the" , "when parthenon" , "was parthenon" , "the parthenon" 
"NUM:period" , "how" , "long" , "does" , "a" , "how long" , "long does" , "how does" , "how a" , "long a" , "does a" 
"LOC:state" , "what" , "state" , "comes" , "last" , "what state" , "state comes" , "what comes" , "what last" , "state last" , "comes last" 
"NUM:count" , "how" , "many" , "mountains" , "have" , "how many" , "many mountains" , "how mountains" , "how have" , "many have" , "mountains have" 
"NUM:other" , "what" , "are" , "the" , "unemployment" , "what are" , "are the" , "what the" , "what unemployment" , "are unemployment" , "the unemployment" 
"HUM:ind" , "who" , "is" , "the" , "one" , "who is" , "is the" , "who the" , "who one" , "is one" , "the one" 
"HUM:ind" , "what" , "two" , "presidents" , "of" , "what two" , "two presidents" , "what presidents" , "what of" , "two of" , "presidents of" 
"HUM:ind" , "which" , "of" , "the" , "seven" , "which of" , "of the" , "which the" , "which seven" , "of seven" , "the seven" 
"HUM:ind" , "what" , "professional" , "cricketer" , "son" , "what professional" , "professional cricketer" , "what cricketer" , "what son" , "professional son" , "cricketer son" 
"NUM:count" , "how" , "many" , "inches" , "apart" , "how many" , "many inches" , "how inches" , "how apart" , "many apart" , "inches apart" 
"NUM:count" , "how" , "many" , "miles" , "of" , "how many" , "many miles" , "how miles" , "how of" , "many of" , "miles of" 
"LOC:state" , "what" , "state" , "includes" , "the" , "what state" , "state includes" , "what includes" , "what the" , "state the" , "includes the" 
"HUM:ind" , "what" , "english" , "playwright" , "penned" , "what english" , "english playwright" , "what playwright" , "what penned" , "english penned" , "playwright penned" 
"NUM:dist" , "how" , "deep" , "is" , "a" , "how deep" , "deep is" , "how is" , "how a" , "deep a" , "is a" 
"HUM:ind" , "what" , "was" , "fred" , "astaire" , "what was" , "was fred" , "what fred" , "what astaire" , "was astaire" , "fred astaire" 
"NUM:count" , "what" , "is" , "the" , "highest" , "what is" , "is the" , "what the" , "what highest" , "is highest" , "the highest" 
"HUM:ind" , "what" , "heavyweight" , "boxer" , "was" , "what heavyweight" , "heavyweight boxer" , "what boxer" , "what was" , "heavyweight was" , "boxer was" 
"NUM:count" , "how" , "many" , "quarts" , "of" , "how many" , "many quarts" , "how quarts" , "how of" , "many of" , "quarts of" 
"LOC:other" , "what" , "london" , "street" , "claims" , "what london" , "london street" , "what street" , "what claims" , "london claims" , "street claims" 
"NUM:period" , "how" , "old" , "is" , "the" , "how old" , "old is" , "how is" , "how the" , "old the" , "is the" 
"NUM:date" , "when" , "does" , "the" , "bible" , "when does" , "does the" , "when the" , "when bible" , "does bible" , "the bible" 
"LOC:country" , "what" , "bordering" , "country" , "is" , "what bordering" , "bordering country" , "what country" , "what is" , "bordering is" , "country is" 
"LOC:country" , "what" , "nation" , "boarders" , "mozambique" , "what nation" , "nation boarders" , "what boarders" , "what mozambique" , "nation mozambique" , "boarders mozambique" 
"NUM:date" , "the" , "olympic" , "games" , "in" , "the olympic" , "olympic games" , "the games" , "the in" , "olympic in" , "games in" 
"HUM:ind" , "what" , "tv" , "host" , "lends" , "what tv" , "tv host" , "what host" , "what lends" , "tv lends" , "host lends" 
"NUM:count" , "how" , "many" , "people" , "die" , "how many" , "many people" , "how people" , "how die" , "many die" , "people die" 
"HUM:ind" , "who" , "invented" , "the" , "electric" , "who invented" , "invented the" , "who the" , "who electric" , "invented electric" , "the electric" 
"LOC:city" , "what" , "is" , "the" , "capital" , "what is" , "is the" , "what the" , "what capital" , "is capital" , "the capital" 
"LOC:country" , "what" , "country" , "comes" , "last" , "what country" , "country comes" , "what comes" , "what last" , "country last" , "comes last" 
"NUM:temp" , "how" , "hot" , "should" , "the" , "how hot" , "hot should" , "how should" , "how the" , "hot the" , "should the" 
"LOC:country" , "what" , "country" , "is" , "the" , "what country" , "country is" , "what is" , "what the" , "country the" , "is the" 
"HUM:ind" , "who" , "is" , "the" , "president" , "who is" , "is the" , "who the" , "who president" , "is president" , "the president" 
"LOC:city" , "what" , "city" , "is" , "the" , "what city" , "city is" , "what is" , "what the" , "city the" , "is the" 
"LOC:other" , "where" , "did" , "hillary" , "clinton" , "where did" , "did hillary" , "where hillary" , "where clinton" , "did clinton" , "hillary clinton" 
"HUM:ind" , "what" , "american" , "naval" , "officer" , "what american" , "american naval" , "what naval" , "what officer" , "american officer" , "naval officer" 
"HUM:ind" , "who" , "gave" , "us" , "the" , "who gave" , "gave us" , "who us" , "who the" , "gave the" , "us the" 
"HUM:ind" , "who" , "wrote" , "the" , "secret" , "who wrote" , "wrote the" , "who the" , "who secret" , "wrote secret" , "the secret" 
"HUM:ind" , "who" , "is" , "the" , "head" , "who is" , "is the" , "who the" , "who head" , "is head" , "the head" 
"NUM:count" , "how" , "many" , "people" , "does" , "how many" , "many people" , "how people" , "how does" , "many does" , "people does" 
"NUM:count" , "how" , "much" , "calcium" , "should" , "how much" , "much calcium" , "how calcium" , "how should" , "much should" , "calcium should" 
"HUM:ind" , "what" , "is" , "the" , "most" , "what is" , "is the" , "what the" , "what most" , "is most" , "the most" 
"HUM:ind" , "who" , "moderated" , "the" , "first" , "who moderated" , "moderated the" , "who the" , "who first" , "moderated first" , "the first" 
"HUM:ind" , "who" , "portrayed" , "george" , "cohan" , "who portrayed" , "portrayed george" , "who george" , "who cohan" , "portrayed cohan" , "george cohan" 
"NUM:date" , "when" , "was" , "nostradamus" , "born" , "when was" , "was nostradamus" , "when nostradamus" , "when born" , "was born" , "nostradamus born" 
"HUM:ind" , "who" , "the" , "only" , "president" , "who the" , "the only" , "who only" , "who president" , "the president" , "only president" 
"LOC:country" , "what" , "is" , "the" , "country" , "what is" , "is the" , "what the" , "what country" , "is country" , "the country" 
"NUM:count" , "what" , "is" , "the" , "population" , "what is" , "is the" , "what the" , "what population" , "is population" , "the population" 
"LOC:country" , "what" , "country" , "has" , "the" , "what country" , "country has" , "what has" , "what the" , "country the" , "has the" 
"HUM:ind" , "who" , "invented" , "the" , "muppets" , "who invented" , "invented the" , "who the" , "who muppets" , "invented muppets" , "the muppets" 
"LOC:other" , "what" , "sea" , "is" , "bombay" , "what sea" , "sea is" , "what is" , "what bombay" , "sea bombay" , "is bombay" 
"HUM:ind" , "what" , "fool" , "is" , "not" , "what fool" , "fool is" , "what is" , "what not" , "fool not" , "is not" 
"LOC:other" , "where" , "in" , "the" , "americas" , "where in" , "in the" , "where the" , "where americas" , "in americas" , "the americas" 
"NUM:dist" , "how" , "tall" , "was" , "the" , "how tall" , "tall was" , "how was" , "how the" , "tall the" , "was the" 
"LOC:city" , "what" , "city" , "is" , "known" , "what city" , "city is" , "what is" , "what known" , "city known" , "is known" 
"LOC:country" , "what" , "countries" , "have" , "the" , "what countries" , "countries have" , "what have" , "what the" , "countries the" , "have the" 
"NUM:count" , "how" , "many" , "miles" , "is" , "how many" , "many miles" , "how miles" , "how is" , "many is" , "miles is" 
"NUM:volsize" , "how" , "big" , "is" , "the" , "how big" , "big is" , "how is" , "how the" , "big the" , "is the" 
"HUM:ind" , "what" , "monarch" , "signed" , "the" , "what monarch" , "monarch signed" , "what signed" , "what the" , "monarch the" , "signed the" 
"NUM:count" , "how" , "many" , "sides" , "does" , "how many" , "many sides" , "how sides" , "how does" , "many does" , "sides does" 
"LOC:other" , "where" , "are" , "there" , "aborigines" , "where are" , "are there" , "where there" , "where aborigines" , "are aborigines" , "there aborigines" 
"LOC:other" , "on" , "what" , "river" , "is" , "on what" , "what river" , "on river" , "on is" , "what is" , "river is" 
"LOC:other" , "where" , "on" , "the" , "web" , "where on" , "on the" , "where the" , "where web" , "on web" , "the web" 
"LOC:other" , "where" , "were" , "the" , "summer" , "where were" , "were the" , "where the" , "where summer" , "were summer" , "the summer" 
"LOC:other" , "what" , "cathedral" , "was" , "thomas" , "what cathedral" , "cathedral was" , "what was" , "what thomas" , "cathedral thomas" , "was thomas" 
"LOC:city" , "the" , "kentucky" , "horse" , "park" , "the kentucky" , "kentucky horse" , "the horse" , "the park" , "kentucky park" , "horse park" 
"NUM:period" , "how" , "old" , "was" , "sir" , "how old" , "old was" , "how was" , "how sir" , "old sir" , "was sir" 
"LOC:other" , "where" , "in" , "a" , "tree" , "where in" , "in a" , "where a" , "where tree" , "in tree" , "a tree" 
"LOC:other" , "what" , "strait" , "links" , "the" , "what strait" , "strait links" , "what links" , "what the" , "strait the" , "links the" 
"LOC:other" , "what" , "airport" , "is" , "on" , "what airport" , "airport is" , "what is" , "what on" , "airport on" , "is on" 
"NUM:code" , "what" , "seven" , "digits" , "follow" , "what seven" , "seven digits" , "what digits" , "what follow" , "seven follow" , "digits follow" 
"LOC:city" , "what" , "city" , "airport" , "is" , "what city" , "city airport" , "what airport" , "what is" , "city is" , "airport is" 
"HUM:ind" , "what" , "pope" , "inaugurated" , "vatican" , "what pope" , "pope inaugurated" , "what inaugurated" , "what vatican" , "pope vatican" , "inaugurated vatican" 
"NUM:count" , "how" , "many" , "times" , "more" , "how many" , "many times" , "how times" , "how more" , "many more" , "times more" 
"NUM:count" , "how" , "many" , "names" , "are" , "how many" , "many names" , "how names" , "how are" , "many are" , "names are" 
"HUM:ind" , "what" , "king" , "is" , "satirized" , "what king" , "king is" , "what is" , "what satirized" , "king satirized" , "is satirized" 
"LOC:state" , "what" , "is" , "the" , "nickname" , "what is" , "is the" , "what the" , "what nickname" , "is nickname" , "the nickname" 
"NUM:date" , "when" , "was" , "the" , "first" , "when was" , "was the" , "when the" , "when first" , "was first" , "the first" 
"HUM:ind" , "what" , "pope" , "inaugurated" , "vatican" , "what pope" , "pope inaugurated" , "what inaugurated" , "what vatican" , "pope vatican" , "inaugurated vatican" 
