@relation answerExp8
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"NUM:perc" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "name" , "the" , "cartoon" , "name the" , "the cartoon" , "name cartoon" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:volsize" , "how" , "big" , "be" , "how big" , "big be" , "how be" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"NUM:count" , "how" , "many" , "language" , "how many" , "many language" , "how language" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "which" , "member" , "of" , "which member" , "member of" , "which of" 
"LOC:other" , "what" , "river" , "flow" , "what river" , "river flow" , "what flow" 
"HUM:ind" , "what" , "comedian" , "be" , "what comedian" , "comedian be" , "what be" 
"LOC:other" , "where" , "do" , "you" , "where do" , "do you" , "where you" 
"HUM:ind" , "who" , "love" , "flash" , "who love" , "love flash" , "who flash" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:count" , "how" , "many" , "inch" , "how many" , "many inch" , "how inch" 
"HUM:ind" , "who" , "the" , "only" , "who the" , "the only" , "who only" 
"NUM:money" , "how" , "much" , "could" , "how much" , "much could" , "how could" 
"HUM:ind" , "whose" , "sing" , "voice" , "whose sing" , "sing voice" , "whose voice" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:city" , "what" , "north" , "american" , "what north" , "north american" , "what american" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "do" , "gulliver" , "where do" , "do gulliver" , "where gulliver" 
"NUM:count" , "how" , "much" , "strong" , "how much" , "much strong" , "how strong" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"HUM:ind" , "president" , "bush" , "compare" , "president bush" , "bush compare" , "president compare" 
"HUM:ind" , "what" , "tv" , "comedian" , "what tv" , "tv comedian" , "what comedian" 
"HUM:ind" , "who" , "create" , "the" , "who create" , "create the" , "who the" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"NUM:count" , "how" , "many" , "row" , "how many" , "many row" , "how row" 
"HUM:ind" , "what" , "british" , "general" , "what british" , "british general" , "what general" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:city" , "what" , "city" , "would" , "what city" , "city would" , "what would" 
"HUM:ind" , "what" , "artist" , "studio" , "what artist" , "artist studio" , "what studio" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "word" , "how many" , "many word" , "how word" 
"LOC:other" , "where" , "be" , "there" , "where be" , "be there" , "where there" 
"NUM:count" , "how" , "many" , "member" , "how many" , "many member" , "how member" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"NUM:date" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "character" , "how many" , "many character" , "how character" 
"LOC:other" , "where" , "be" , "burma" , "where be" , "be burma" , "where burma" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"HUM:ind" , "who" , "be" , "samuel" , "who be" , "be samuel" , "who samuel" 
"HUM:ind" , "what" , "kind" , "of" , "what kind" , "kind of" , "what of" 
"NUM:count" , "how" , "many" , "hummingbird" , "how many" , "many hummingbird" , "how hummingbird" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"HUM:ind" , "who" , "play" , "the" , "who play" , "play the" , "who the" 
"NUM:period" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"LOC:state" , "what" , "state" , "do" , "what state" , "state do" , "what do" 
"LOC:city" , "what" , "city" , "have" , "what city" , "city have" , "what have" 
"LOC:country" , "name" , "the" , "country" , "name the" , "the country" , "name country" 
"NUM:other" , "what" , "men" , "par" , "what men" , "men par" , "what par" 
"NUM:count" , "how" , "many" , "country" , "how many" , "many country" , "how country" 
"LOC:other" , "where" , "do" , "most" , "where do" , "do most" , "where most" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:count" , "how" , "many" , "yard" , "how many" , "many yard" , "how yard" 
"HUM:ind" , "what" , "actor" , "be" , "what actor" , "actor be" , "what be" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"LOC:country" , "what" , "country" , "boast" , "what country" , "country boast" , "what boast" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"LOC:country" , "which" , "country" , "be" , "which country" , "country be" , "which be" 
"HUM:ind" , "name" , "the" , "four" , "name the" , "the four" , "name four" 
"NUM:count" , "how" , "many" , "watt" , "how many" , "many watt" , "how watt" 
"HUM:ind" , "what" , "female" , "faith" , "what female" , "female faith" , "what faith" 
"LOC:other" , "where" , "do" , "king" , "where do" , "do king" , "where king" 
"HUM:ind" , "what" , "famous" , "team" , "what famous" , "famous team" , "what team" 
"NUM:count" , "how" , "many" , "time" , "how many" , "many time" , "how time" 
"NUM:money" , "what" , "be" , "bottle" , "what be" , "be bottle" , "what bottle" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "who" , "tramp" , "through" , "who tramp" , "tramp through" , "who through" 
"NUM:date" , "in" , "what" , "day" , "in what" , "what day" , "in day" 
"NUM:count" , "how" , "many" , "american" , "how many" , "many american" , "how american" 
"NUM:count" , "how" , "many" , "foot" , "how many" , "many foot" , "how foot" 
"NUM:period" , "how" , "long" , "ago" , "how long" , "long ago" , "how ago" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"HUM:ind" , "who" , "follow" , "up" , "who follow" , "follow up" , "who up" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"LOC:state" , "what" , "state" , "come" , "what state" , "state come" , "what come" 
"NUM:count" , "how" , "many" , "mountain" , "how many" , "many mountain" , "how mountain" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "two" , "president" , "what two" , "two president" , "what president" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"HUM:ind" , "what" , "professional" , "cricketer" , "what professional" , "professional cricketer" , "what cricketer" 
"NUM:count" , "how" , "many" , "inch" , "how many" , "many inch" , "how inch" 
"NUM:count" , "how" , "many" , "mile" , "how many" , "many mile" , "how mile" 
"LOC:state" , "what" , "state" , "include" , "what state" , "state include" , "what include" 
"HUM:ind" , "what" , "english" , "playwright" , "what english" , "english playwright" , "what playwright" 
"NUM:dist" , "how" , "deep" , "be" , "how deep" , "deep be" , "how be" 
"HUM:ind" , "what" , "be" , "fred" , "what be" , "be fred" , "what fred" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "heavyweight" , "boxer" , "what heavyweight" , "heavyweight boxer" , "what boxer" 
"NUM:count" , "how" , "many" , "quart" , "how many" , "many quart" , "how quart" 
"LOC:other" , "what" , "london" , "street" , "what london" , "london street" , "what street" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"LOC:country" , "what" , "border" , "country" , "what border" , "border country" , "what country" 
"LOC:country" , "what" , "nation" , "boarder" , "what nation" , "nation boarder" , "what boarder" 
"NUM:date" , "the" , "olympic" , "game" , "the olympic" , "olympic game" , "the game" 
"HUM:ind" , "what" , "tv" , "host" , "what tv" , "tv host" , "what host" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "invent" , "the" , "who invent" , "invent the" , "who the" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "country" , "come" , "what country" , "country come" , "what come" 
"NUM:temp" , "how" , "hot" , "should" , "how hot" , "hot should" , "how should" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:city" , "what" , "city" , "be" , "what city" , "city be" , "what be" 
"LOC:other" , "where" , "do" , "hillary" , "where do" , "do hillary" , "where hillary" 
"HUM:ind" , "what" , "american" , "naval" , "what american" , "american naval" , "what naval" 
"HUM:ind" , "who" , "give" , "u" , "who give" , "give u" , "who u" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:count" , "how" , "much" , "calcium" , "how much" , "much calcium" , "how calcium" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "moderate" , "the" , "who moderate" , "moderate the" , "who the" 
"HUM:ind" , "who" , "portray" , "george" , "who portray" , "portray george" , "who george" 
"NUM:date" , "when" , "be" , "nostradamus" , "when be" , "be nostradamus" , "when nostradamus" 
"HUM:ind" , "who" , "the" , "only" , "who the" , "the only" , "who only" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"HUM:ind" , "who" , "invent" , "the" , "who invent" , "invent the" , "who the" 
"LOC:other" , "what" , "sea" , "be" , "what sea" , "sea be" , "what be" 
"HUM:ind" , "what" , "fool" , "be" , "what fool" , "fool be" , "what be" 
"LOC:other" , "where" , "in" , "the" , "where in" , "in the" , "where the" 
"NUM:dist" , "how" , "tall" , "be" , "how tall" , "tall be" , "how be" 
"LOC:city" , "what" , "city" , "be" , "what city" , "city be" , "what be" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"NUM:count" , "how" , "many" , "mile" , "how many" , "many mile" , "how mile" 
"NUM:volsize" , "how" , "big" , "be" , "how big" , "big be" , "how be" 
"HUM:ind" , "what" , "monarch" , "sign" , "what monarch" , "monarch sign" , "what sign" 
"NUM:count" , "how" , "many" , "side" , "how many" , "many side" , "how side" 
"LOC:other" , "where" , "be" , "there" , "where be" , "be there" , "where there" 
"LOC:other" , "on" , "what" , "river" , "on what" , "what river" , "on river" 
"LOC:other" , "where" , "on" , "the" , "where on" , "on the" , "where the" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:other" , "what" , "cathedral" , "be" , "what cathedral" , "cathedral be" , "what be" 
"LOC:city" , "the" , "kentucky" , "horse" , "the kentucky" , "kentucky horse" , "the horse" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"LOC:other" , "where" , "in" , "a" , "where in" , "in a" , "where a" 
"LOC:other" , "what" , "strait" , "link" , "what strait" , "strait link" , "what link" 
"LOC:other" , "what" , "airport" , "be" , "what airport" , "airport be" , "what be" 
"NUM:code" , "what" , "seven" , "digit" , "what seven" , "seven digit" , "what digit" 
"LOC:city" , "what" , "city" , "airport" , "what city" , "city airport" , "what airport" 
"HUM:ind" , "what" , "pope" , "inaugurate" , "what pope" , "pope inaugurate" , "what inaugurate" 
"NUM:count" , "how" , "many" , "time" , "how many" , "many time" , "how time" 
"NUM:count" , "how" , "many" , "name" , "how many" , "many name" , "how name" 
"HUM:ind" , "what" , "king" , "be" , "what king" , "king be" , "what be" 
"LOC:state" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "what" , "pope" , "inaugurate" , "what pope" , "pope inaugurate" , "what inaugurate" 
"HUM:ind" , "what" , "director" , "make" , "what director" , "director make" , "what make" 
"NUM:date" , "when" , "do" , "swim" , "when do" , "do swim" , "when swim" 
"HUM:ind" , "which" , "president" , "of" , "which president" , "president of" , "which of" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "character" , "in" , "what character" , "character in" , "what in" 
"HUM:ind" , "what" , "comedienne" , "call" , "what comedienne" , "comedienne call" , "what call" 
"NUM:count" , "how" , "many" , "gallon" , "how many" , "many gallon" , "how gallon" 
"HUM:ind" , "what" , "president" , "also" , "what president" , "president also" , "what also" 
"NUM:date" , "when" , "do" , "menstruation" , "when do" , "do menstruation" , "when menstruation" 
"LOC:other" , "where" , "do" , "makeup" , "where do" , "do makeup" , "where makeup" 
"NUM:dist" , "how" , "deep" , "be" , "how deep" , "deep be" , "how be" 
"LOC:state" , "what" , "state" , "be" , "what state" , "state be" , "what be" 
"HUM:ind" , "who" , "be" , "actress" , "who be" , "be actress" , "who actress" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "kill" , "jfk" , "who kill" , "kill jfk" , "who jfk" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:country" , "in" , "what" , "country" , "in what" , "what country" , "in country" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "where" , "be" , "erykah" , "where be" , "be erykah" , "where erykah" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"NUM:count" , "how" , "many" , "black" , "how many" , "many black" , "how black" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "invent" , "panty" , "who invent" , "invent panty" , "who panty" 
"HUM:ind" , "what" , "president" , "have" , "what president" , "president have" , "what have" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:count" , "how" , "much" , "time" , "how much" , "much time" , "how time" 
"NUM:dist" , "how" , "deep" , "be" , "how deep" , "deep be" , "how be" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:other" , "what" , "planet" , "give" , "what planet" , "planet give" , "what give" 
"NUM:date" , "what" , "month" , "of" , "what month" , "month of" , "what of" 
"HUM:ind" , "who" , "be" , "bury" , "who be" , "be bury" , "who bury" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:perc" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"NUM:speed" , "how" , "fast" , "can" , "how fast" , "fast can" , "how can" 
"HUM:ind" , "what" , "famous" , "actress" , "what famous" , "famous actress" , "what actress" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
