@relation answerExp7
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"NUM:count" , "how" , "many" , "members" , "how many" , "many members" , "how members" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"NUM:date" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "characters" , "how many" , "many characters" , "how characters" 
"LOC:other" , "where" , "is" , "burma" , "where is" , "is burma" , "where burma" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"HUM:ind" , "who" , "was" , "samuel" , "who was" , "was samuel" , "who samuel" 
"HUM:ind" , "what" , "kind" , "of" , "what kind" , "kind of" , "what of" 
"NUM:count" , "how" , "many" , "hummingbird" , "how many" , "many hummingbird" , "how hummingbird" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"HUM:ind" , "who" , "played" , "the" , "who played" , "played the" , "who the" 
"NUM:period" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "did" , "the" , "where did" , "did the" , "where the" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:state" , "what" , "states" , "do" , "what states" , "states do" , "what do" 
"LOC:city" , "what" , "city" , "has" , "what city" , "city has" , "what has" 
"LOC:country" , "name" , "the" , "country" , "name the" , "the country" , "name country" 
"NUM:other" , "what" , "men" , "par" , "what men" , "men par" , "what par" 
"NUM:count" , "how" , "many" , "countries" , "how many" , "many countries" , "how countries" 
"LOC:other" , "where" , "does" , "most" , "where does" , "does most" , "where most" 
"HUM:ind" , "who" , "are" , "the" , "who are" , "are the" , "who the" 
"NUM:count" , "how" , "many" , "yards" , "how many" , "many yards" , "how yards" 
"HUM:ind" , "what" , "actor" , "was" , "what actor" , "actor was" , "what was" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"LOC:country" , "what" , "country" , "boasts" , "what country" , "country boasts" , "what boasts" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"LOC:country" , "which" , "country" , "is" , "which country" , "country is" , "which is" 
"HUM:ind" , "name" , "the" , "four" , "name the" , "the four" , "name four" 
"NUM:count" , "how" , "many" , "watts" , "how many" , "many watts" , "how watts" 
"HUM:ind" , "what" , "female" , "faith" , "what female" , "female faith" , "what faith" 
"LOC:other" , "where" , "did" , "king" , "where did" , "did king" , "where king" 
"HUM:ind" , "what" , "famous" , "team" , "what famous" , "famous team" , "what team" 
"NUM:count" , "how" , "many" , "times" , "how many" , "many times" , "how times" 
"NUM:money" , "what" , "are" , "bottle" , "what are" , "are bottle" , "what bottle" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "who" , "tramped" , "through" , "who tramped" , "tramped through" , "who through" 
"NUM:date" , "in" , "what" , "day" , "in what" , "what day" , "in day" 
"NUM:count" , "how" , "many" , "american" , "how many" , "many american" , "how american" 
"NUM:count" , "how" , "many" , "feet" , "how many" , "many feet" , "how feet" 
"NUM:period" , "how" , "long" , "ago" , "how long" , "long ago" , "how ago" 
"NUM:money" , "how" , "much" , "did" , "how much" , "much did" , "how did" 
"HUM:ind" , "who" , "followed" , "up" , "who followed" , "followed up" , "who up" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:state" , "what" , "state" , "comes" , "what state" , "state comes" , "what comes" 
"NUM:count" , "how" , "many" , "mountains" , "how many" , "many mountains" , "how mountains" 
"NUM:other" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "what" , "two" , "presidents" , "what two" , "two presidents" , "what presidents" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"HUM:ind" , "what" , "professional" , "cricketer" , "what professional" , "professional cricketer" , "what cricketer" 
"NUM:count" , "how" , "many" , "inches" , "how many" , "many inches" , "how inches" 
"NUM:count" , "how" , "many" , "miles" , "how many" , "many miles" , "how miles" 
"LOC:state" , "what" , "state" , "includes" , "what state" , "state includes" , "what includes" 
"HUM:ind" , "what" , "english" , "playwright" , "what english" , "english playwright" , "what playwright" 
"NUM:dist" , "how" , "deep" , "is" , "how deep" , "deep is" , "how is" 
"HUM:ind" , "what" , "was" , "fred" , "what was" , "was fred" , "what fred" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "heavyweight" , "boxer" , "what heavyweight" , "heavyweight boxer" , "what boxer" 
"NUM:count" , "how" , "many" , "quarts" , "how many" , "many quarts" , "how quarts" 
"LOC:other" , "what" , "london" , "street" , "what london" , "london street" , "what street" 
"NUM:period" , "how" , "old" , "is" , "how old" , "old is" , "how is" 
"NUM:date" , "when" , "does" , "the" , "when does" , "does the" , "when the" 
"LOC:country" , "what" , "bordering" , "country" , "what bordering" , "bordering country" , "what country" 
"LOC:country" , "what" , "nation" , "boarders" , "what nation" , "nation boarders" , "what boarders" 
"NUM:date" , "the" , "olympic" , "games" , "the olympic" , "olympic games" , "the games" 
"HUM:ind" , "what" , "tv" , "host" , "what tv" , "tv host" , "what host" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:country" , "what" , "country" , "comes" , "what country" , "country comes" , "what comes" 
"NUM:temp" , "how" , "hot" , "should" , "how hot" , "hot should" , "how should" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"LOC:other" , "where" , "did" , "hillary" , "where did" , "did hillary" , "where hillary" 
"HUM:ind" , "what" , "american" , "naval" , "what american" , "american naval" , "what naval" 
"HUM:ind" , "who" , "gave" , "us" , "who gave" , "gave us" , "who us" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:count" , "how" , "much" , "calcium" , "how much" , "much calcium" , "how calcium" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "moderated" , "the" , "who moderated" , "moderated the" , "who the" 
"HUM:ind" , "who" , "portrayed" , "george" , "who portrayed" , "portrayed george" , "who george" 
"NUM:date" , "when" , "was" , "nostradamus" , "when was" , "was nostradamus" , "when nostradamus" 
"HUM:ind" , "who" , "the" , "only" , "who the" , "the only" , "who only" 
"LOC:country" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:country" , "what" , "country" , "has" , "what country" , "country has" , "what has" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"LOC:other" , "what" , "sea" , "is" , "what sea" , "sea is" , "what is" 
"HUM:ind" , "what" , "fool" , "is" , "what fool" , "fool is" , "what is" 
"LOC:other" , "where" , "in" , "the" , "where in" , "in the" , "where the" 
"NUM:dist" , "how" , "tall" , "was" , "how tall" , "tall was" , "how was" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"LOC:country" , "what" , "countries" , "have" , "what countries" , "countries have" , "what have" 
"NUM:count" , "how" , "many" , "miles" , "how many" , "many miles" , "how miles" 
"NUM:volsize" , "how" , "big" , "is" , "how big" , "big is" , "how is" 
"HUM:ind" , "what" , "monarch" , "signed" , "what monarch" , "monarch signed" , "what signed" 
"NUM:count" , "how" , "many" , "sides" , "how many" , "many sides" , "how sides" 
"LOC:other" , "where" , "are" , "there" , "where are" , "are there" , "where there" 
"LOC:other" , "on" , "what" , "river" , "on what" , "what river" , "on river" 
"LOC:other" , "where" , "on" , "the" , "where on" , "on the" , "where the" 
"LOC:other" , "where" , "were" , "the" , "where were" , "were the" , "where the" 
"LOC:other" , "what" , "cathedral" , "was" , "what cathedral" , "cathedral was" , "what was" 
"LOC:city" , "the" , "kentucky" , "horse" , "the kentucky" , "kentucky horse" , "the horse" 
"NUM:period" , "how" , "old" , "was" , "how old" , "old was" , "how was" 
"LOC:other" , "where" , "in" , "a" , "where in" , "in a" , "where a" 
"LOC:other" , "what" , "strait" , "links" , "what strait" , "strait links" , "what links" 
"LOC:other" , "what" , "airport" , "is" , "what airport" , "airport is" , "what is" 
"NUM:code" , "what" , "seven" , "digits" , "what seven" , "seven digits" , "what digits" 
"LOC:city" , "what" , "city" , "airport" , "what city" , "city airport" , "what airport" 
"HUM:ind" , "what" , "pope" , "inaugurated" , "what pope" , "pope inaugurated" , "what inaugurated" 
"NUM:count" , "how" , "many" , "times" , "how many" , "many times" , "how times" 
"NUM:count" , "how" , "many" , "names" , "how many" , "many names" , "how names" 
"HUM:ind" , "what" , "king" , "is" , "what king" , "king is" , "what is" 
"LOC:state" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "what" , "pope" , "inaugurated" , "what pope" , "pope inaugurated" , "what inaugurated" 
"HUM:ind" , "what" , "director" , "made" , "what director" , "director made" , "what made" 
"NUM:date" , "when" , "did" , "swimming" , "when did" , "did swimming" , "when swimming" 
"HUM:ind" , "which" , "presidents" , "of" , "which presidents" , "presidents of" , "which of" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "character" , "in" , "what character" , "character in" , "what in" 
"HUM:ind" , "what" , "comedienne" , "calls" , "what comedienne" , "comedienne calls" , "what calls" 
"NUM:count" , "how" , "many" , "gallons" , "how many" , "many gallons" , "how gallons" 
"HUM:ind" , "what" , "president" , "also" , "what president" , "president also" , "what also" 
"NUM:date" , "when" , "does" , "menstruation" , "when does" , "does menstruation" , "when menstruation" 
"LOC:other" , "where" , "did" , "makeup" , "where did" , "did makeup" , "where makeup" 
"NUM:dist" , "how" , "deep" , "is" , "how deep" , "deep is" , "how is" 
"LOC:state" , "what" , "state" , "is" , "what state" , "state is" , "what is" 
"HUM:ind" , "who" , "was" , "actress" , "who was" , "was actress" , "who actress" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "killed" , "jfk" , "who killed" , "killed jfk" , "who jfk" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:country" , "in" , "what" , "country" , "in what" , "what country" , "in country" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:other" , "where" , "is" , "erykah" , "where is" , "is erykah" , "where erykah" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:period" , "how" , "old" , "was" , "how old" , "old was" , "how was" 
"NUM:count" , "how" , "many" , "blacks" , "how many" , "many blacks" , "how blacks" 
"HUM:ind" , "what" , "were" , "the" , "what were" , "were the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "invented" , "panties" , "who invented" , "invented panties" , "who panties" 
"HUM:ind" , "what" , "president" , "had" , "what president" , "president had" , "what had" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"NUM:count" , "how" , "much" , "time" , "how much" , "much time" , "how time" 
"NUM:dist" , "how" , "deep" , "is" , "how deep" , "deep is" , "how is" 
"NUM:date" , "when" , "did" , "the" , "when did" , "did the" , "when the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:other" , "what" , "planet" , "gave" , "what planet" , "planet gave" , "what gave" 
"NUM:date" , "what" , "month" , "of" , "what month" , "month of" , "what of" 
"HUM:ind" , "who" , "is" , "buried" , "who is" , "is buried" , "who buried" 
"LOC:country" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:perc" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"NUM:speed" , "how" , "fast" , "can" , "how fast" , "fast can" , "how can" 
"HUM:ind" , "what" , "famous" , "actress" , "what famous" , "famous actress" , "what actress" 
"NUM:money" , "how" , "much" , "did" , "how much" , "much did" , "how did" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"NUM:count" , "how" , "many" , "were" , "how many" , "many were" , "how were" 
"NUM:period" , "how" , "long" , "should" , "how long" , "long should" , "how should" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"HUM:ind" , "what" , "is" , "michael" , "what is" , "is michael" , "what michael" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "what" , "creative" , "genius" , "what creative" , "creative genius" , "what genius" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:count" , "how" , "many" , "small" , "how many" , "many small" , "how small" 
"HUM:ind" , "who" , "was" , "ben" , "who was" , "was ben" , "who ben" 
"HUM:ind" , "what" , "multitalented" , "director" , "what multitalented" , "multitalented director" , "what director" 
"LOC:other" , "where" , "is" , "ayer" , "where is" , "is ayer" , "where ayer" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"NUM:date" , "when" , "was" , "cigarette" , "when was" , "was cigarette" , "when cigarette" 
"HUM:ind" , "what" , "wild" , "and" , "what wild" , "wild and" , "what and" 
"LOC:city" , "what" , "city" , "theatrical" , "what city" , "city theatrical" , "what theatrical" 
"NUM:temp" , "what" , "should" , "the" , "what should" , "should the" , "what the" 
"NUM:count" , "how" , "many" , "home" , "how many" , "many home" , "how home" 
"HUM:ind" , "who" , "was" , "in" , "who was" , "was in" , "who in" 
"HUM:ind" , "what" , "is" , "ruth" , "what is" , "is ruth" , "what ruth" 
"LOC:other" , "where" , "was" , "george" , "where was" , "was george" , "where george" 
"NUM:count" , "how" , "many" , "colors" , "how many" , "many colors" , "how colors" 
"HUM:ind" , "what" , "the" , "middle" , "what the" , "the middle" , "what middle" 
"LOC:country" , "what" , "two" , "caribbean" , "what two" , "two caribbean" , "what caribbean" 
"HUM:ind" , "who" , "told" , "all" , "who told" , "told all" , "who all" 
"HUM:ind" , "who" , "followed" , "willy" , "who followed" , "followed willy" , "who willy" 
"LOC:mount" , "what" , "continent" , "peak" , "what continent" , "continent peak" , "what peak" 
"LOC:city" , "what" , "peruvian" , "city" , "what peruvian" , "peruvian city" , "what city" 
