@relation answerExp10
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"NUM:count" , "how" , "many" , "inch" , "over" , "how many" , "many inch" , "how inch" , "how over" , "many over" , "inch over" 
"HUM:ind" , "who" , "the" , "only" , "president" , "who the" , "the only" , "who only" , "who president" , "the president" , "only president" 
"NUM:money" , "how" , "much" , "could" , "you" , "how much" , "much could" , "how could" , "how you" , "much you" , "could you" 
"HUM:ind" , "whose" , "sing" , "voice" , "be" , "whose sing" , "sing voice" , "whose voice" , "whose be" , "sing be" , "voice be" 
"NUM:money" , "what" , "be" , "the" , "mean" , "what be" , "be the" , "what the" , "what mean" , "be mean" , "the mean" 
"LOC:city" , "what" , "north" , "american" , "city" , "what north" , "north american" , "what american" , "what city" , "north city" , "american city" 
"LOC:other" , "what" , "be" , "the" , "large" , "what be" , "be the" , "what the" , "what large" , "be large" , "the large" 
"LOC:other" , "where" , "do" , "gulliver" , "find" , "where do" , "do gulliver" , "where gulliver" , "where find" , "do find" , "gulliver find" 
"NUM:count" , "how" , "much" , "strong" , "be" , "how much" , "much strong" , "how strong" , "how be" , "much be" , "strong be" 
"NUM:money" , "how" , "much" , "do" , "tuberculosis" , "how much" , "much do" , "how do" , "how tuberculosis" , "much tuberculosis" , "do tuberculosis" 
"HUM:ind" , "president" , "bush" , "compare" , "saddam" , "president bush" , "bush compare" , "president compare" , "president saddam" , "bush saddam" , "compare saddam" 
"HUM:ind" , "what" , "tv" , "comedian" , "work" , "what tv" , "tv comedian" , "what comedian" , "what work" , "tv work" , "comedian work" 
"HUM:ind" , "who" , "create" , "the" , "character" , "who create" , "create the" , "who the" , "who character" , "create character" , "the character" 
"LOC:other" , "where" , "do" , "the" , "japanese" , "where do" , "do the" , "where the" , "where japanese" , "do japanese" , "the japanese" 
"NUM:count" , "how" , "many" , "row" , "of" , "how many" , "many row" , "how row" , "how of" , "many of" , "row of" 
"HUM:ind" , "what" , "british" , "general" , "surrender" , "what british" , "british general" , "what general" , "what surrender" , "british surrender" , "general surrender" 
"NUM:count" , "what" , "be" , "the" , "world" , "what be" , "be the" , "what the" , "what world" , "be world" , "the world" 
"LOC:city" , "what" , "city" , "would" , "you" , "what city" , "city would" , "what would" , "what you" , "city you" , "would you" 
"HUM:ind" , "what" , "artist" , "studio" , "be" , "what artist" , "artist studio" , "what studio" , "what be" , "artist be" , "studio be" 
"LOC:other" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"NUM:count" , "how" , "many" , "word" , "be" , "how many" , "many word" , "how word" , "how be" , "many be" , "word be" 
"LOC:other" , "where" , "be" , "there" , "information" , "where be" , "be there" , "where there" , "where information" , "be information" , "there information" 
"NUM:count" , "how" , "many" , "member" , "of" , "how many" , "many member" , "how member" , "how of" , "many of" , "member of" 
"HUM:ind" , "who" , "write" , "the" , "song" , "who write" , "write the" , "who the" , "who song" , "write song" , "the song" 
"NUM:date" , "what" , "be" , "the" , "average" , "what be" , "be the" , "what the" , "what average" , "be average" , "the average" 
"NUM:count" , "how" , "many" , "character" , "be" , "how many" , "many character" , "how character" , "how be" , "many be" , "character be" 
"HUM:ind" , "who" , "write" , "the" , "collector" , "who write" , "write the" , "who the" , "who collector" , "write collector" , "the collector" 
"HUM:ind" , "who" , "be" , "samuel" , "johnson" , "who be" , "be samuel" , "who samuel" , "who johnson" , "be johnson" , "samuel johnson" 
"HUM:ind" , "what" , "kind" , "of" , "woman" , "what kind" , "kind of" , "what of" , "what woman" , "kind woman" , "of woman" 
"NUM:count" , "how" , "many" , "hummingbird" , "egg" , "how many" , "many hummingbird" , "how hummingbird" , "how egg" , "many egg" , "hummingbird egg" 
"HUM:ind" , "who" , "write" , "the" , "bestselling" , "who write" , "write the" , "who the" , "who bestselling" , "write bestselling" , "the bestselling" 
"HUM:ind" , "who" , "play" , "the" , "father" , "who play" , "play the" , "who the" , "who father" , "play father" , "the father" 
"NUM:period" , "what" , "be" , "the" , "gestation" , "what be" , "be the" , "what the" , "what gestation" , "be gestation" , "the gestation" 
"LOC:other" , "where" , "do" , "the" , "name" , "where do" , "do the" , "where the" , "where name" , "do name" , "the name" 
"NUM:period" , "how" , "long" , "do" , "the" , "how long" , "long do" , "how do" , "how the" , "long the" , "do the" 
"LOC:state" , "what" , "state" , "do" , "not" , "what state" , "state do" , "what do" , "what not" , "state not" , "do not" 
"LOC:city" , "what" , "city" , "have" , "the" , "what city" , "city have" , "what have" , "what the" , "city the" , "have the" 
"LOC:country" , "name" , "the" , "country" , "of" , "name the" , "the country" , "name country" , "name of" , "the of" , "country of" 
"NUM:other" , "what" , "men" , "par" , "on" , "what men" , "men par" , "what par" , "what on" , "men on" , "par on" 
"NUM:count" , "how" , "many" , "country" , "be" , "how many" , "many country" , "how country" , "how be" , "many be" , "country be" 
"LOC:other" , "where" , "do" , "most" , "of" , "where do" , "do most" , "where most" , "where of" , "do of" , "most of" 
"HUM:ind" , "who" , "be" , "the" , "top" , "who be" , "be the" , "who the" , "who top" , "be top" , "the top" 
"NUM:count" , "how" , "many" , "yard" , "be" , "how many" , "many yard" , "how yard" , "how be" , "many be" , "yard be" 
"HUM:ind" , "what" , "actor" , "be" , "the" , "what actor" , "actor be" , "what be" , "what the" , "actor the" , "be the" 
"NUM:date" , "when" , "be" , "the" , "first" , "when be" , "be the" , "when the" , "when first" , "be first" , "the first" 
"LOC:country" , "what" , "country" , "boast" , "cawdor" , "what country" , "country boast" , "what boast" , "what cawdor" , "country cawdor" , "boast cawdor" 
"LOC:country" , "what" , "country" , "be" , "mount" , "what country" , "country be" , "what be" , "what mount" , "country mount" , "be mount" 
"LOC:country" , "which" , "country" , "be" , "the" , "which country" , "country be" , "which be" , "which the" , "country the" , "be the" 
"HUM:ind" , "name" , "the" , "four" , "horseman" , "name the" , "the four" , "name four" , "name horseman" , "the horseman" , "four horseman" 
"NUM:count" , "how" , "many" , "watt" , "make" , "how many" , "many watt" , "how watt" , "how make" , "many make" , "watt make" 
"HUM:ind" , "what" , "female" , "faith" , "healer" , "what female" , "female faith" , "what faith" , "what healer" , "female healer" , "faith healer" 
"LOC:other" , "where" , "do" , "king" , "francis" , "where do" , "do king" , "where king" , "where francis" , "do francis" , "king francis" 
"HUM:ind" , "what" , "famous" , "team" , "do" , "what famous" , "famous team" , "what team" , "what do" , "famous do" , "team do" 
"NUM:count" , "how" , "many" , "time" , "have" , "how many" , "many time" , "how time" , "how have" , "many have" , "time have" 
"NUM:money" , "what" , "be" , "bottle" , "cap" , "what be" , "be bottle" , "what bottle" , "what cap" , "be cap" , "bottle cap" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "who" , "tramp" , "through" , "florida" , "who tramp" , "tramp through" , "who through" , "who florida" , "tramp florida" , "through florida" 
"NUM:date" , "in" , "what" , "day" , "of" , "in what" , "what day" , "in day" , "in of" , "what of" , "day of" 
"NUM:count" , "how" , "many" , "american" , "soldier" , "how many" , "many american" , "how american" , "how soldier" , "many soldier" , "american soldier" 
"NUM:count" , "how" , "many" , "foot" , "more" , "how many" , "many foot" , "how foot" , "how more" , "many more" , "foot more" 
"NUM:period" , "how" , "long" , "ago" , "do" , "how long" , "long ago" , "how ago" , "how do" , "long do" , "ago do" 
"NUM:money" , "how" , "much" , "do" , "lucy" , "how much" , "much do" , "how do" , "how lucy" , "much lucy" , "do lucy" 
"HUM:ind" , "who" , "follow" , "up" , "his" , "who follow" , "follow up" , "who up" , "who his" , "follow his" , "up his" 
"NUM:date" , "when" , "be" , "the" , "parthenon" , "when be" , "be the" , "when the" , "when parthenon" , "be parthenon" , "the parthenon" 
"NUM:period" , "how" , "long" , "do" , "a" , "how long" , "long do" , "how do" , "how a" , "long a" , "do a" 
"LOC:state" , "what" , "state" , "come" , "last" , "what state" , "state come" , "what come" , "what last" , "state last" , "come last" 
"NUM:count" , "how" , "many" , "mountain" , "have" , "how many" , "many mountain" , "how mountain" , "how have" , "many have" , "mountain have" 
"NUM:other" , "what" , "be" , "the" , "unemployment" , "what be" , "be the" , "what the" , "what unemployment" , "be unemployment" , "the unemployment" 
"HUM:ind" , "who" , "be" , "the" , "one" , "who be" , "be the" , "who the" , "who one" , "be one" , "the one" 
"HUM:ind" , "what" , "two" , "president" , "of" , "what two" , "two president" , "what president" , "what of" , "two of" , "president of" 
"HUM:ind" , "which" , "of" , "the" , "seven" , "which of" , "of the" , "which the" , "which seven" , "of seven" , "the seven" 
"HUM:ind" , "what" , "professional" , "cricketer" , "son" , "what professional" , "professional cricketer" , "what cricketer" , "what son" , "professional son" , "cricketer son" 
"NUM:count" , "how" , "many" , "inch" , "apart" , "how many" , "many inch" , "how inch" , "how apart" , "many apart" , "inch apart" 
"NUM:count" , "how" , "many" , "mile" , "of" , "how many" , "many mile" , "how mile" , "how of" , "many of" , "mile of" 
"LOC:state" , "what" , "state" , "include" , "the" , "what state" , "state include" , "what include" , "what the" , "state the" , "include the" 
"HUM:ind" , "what" , "english" , "playwright" , "pen" , "what english" , "english playwright" , "what playwright" , "what pen" , "english pen" , "playwright pen" 
"NUM:dist" , "how" , "deep" , "be" , "a" , "how deep" , "deep be" , "how be" , "how a" , "deep a" , "be a" 
"HUM:ind" , "what" , "be" , "fred" , "astaire" , "what be" , "be fred" , "what fred" , "what astaire" , "be astaire" , "fred astaire" 
"NUM:count" , "what" , "be" , "the" , "high" , "what be" , "be the" , "what the" , "what high" , "be high" , "the high" 
"HUM:ind" , "what" , "heavyweight" , "boxer" , "be" , "what heavyweight" , "heavyweight boxer" , "what boxer" , "what be" , "heavyweight be" , "boxer be" 
"NUM:count" , "how" , "many" , "quart" , "of" , "how many" , "many quart" , "how quart" , "how of" , "many of" , "quart of" 
"LOC:other" , "what" , "london" , "street" , "claim" , "what london" , "london street" , "what street" , "what claim" , "london claim" , "street claim" 
"NUM:period" , "how" , "old" , "be" , "the" , "how old" , "old be" , "how be" , "how the" , "old the" , "be the" 
"NUM:date" , "when" , "do" , "the" , "bible" , "when do" , "do the" , "when the" , "when bible" , "do bible" , "the bible" 
"LOC:country" , "what" , "border" , "country" , "be" , "what border" , "border country" , "what country" , "what be" , "border be" , "country be" 
"LOC:country" , "what" , "nation" , "boarder" , "mozambique" , "what nation" , "nation boarder" , "what boarder" , "what mozambique" , "nation mozambique" , "boarder mozambique" 
"NUM:date" , "the" , "olympic" , "game" , "in" , "the olympic" , "olympic game" , "the game" , "the in" , "olympic in" , "game in" 
"HUM:ind" , "what" , "tv" , "host" , "lend" , "what tv" , "tv host" , "what host" , "what lend" , "tv lend" , "host lend" 
"NUM:count" , "how" , "many" , "people" , "die" , "how many" , "many people" , "how people" , "how die" , "many die" , "people die" 
"HUM:ind" , "who" , "invent" , "the" , "electric" , "who invent" , "invent the" , "who the" , "who electric" , "invent electric" , "the electric" 
"LOC:city" , "what" , "be" , "the" , "capital" , "what be" , "be the" , "what the" , "what capital" , "be capital" , "the capital" 
"LOC:country" , "what" , "country" , "come" , "last" , "what country" , "country come" , "what come" , "what last" , "country last" , "come last" 
"NUM:temp" , "how" , "hot" , "should" , "the" , "how hot" , "hot should" , "how should" , "how the" , "hot the" , "should the" 
"LOC:country" , "what" , "country" , "be" , "the" , "what country" , "country be" , "what be" , "what the" , "country the" , "be the" 
"HUM:ind" , "who" , "be" , "the" , "president" , "who be" , "be the" , "who the" , "who president" , "be president" , "the president" 
"LOC:city" , "what" , "city" , "be" , "the" , "what city" , "city be" , "what be" , "what the" , "city the" , "be the" 
"LOC:other" , "where" , "do" , "hillary" , "clinton" , "where do" , "do hillary" , "where hillary" , "where clinton" , "do clinton" , "hillary clinton" 
"HUM:ind" , "what" , "american" , "naval" , "officer" , "what american" , "american naval" , "what naval" , "what officer" , "american officer" , "naval officer" 
"HUM:ind" , "who" , "give" , "u" , "the" , "who give" , "give u" , "who u" , "who the" , "give the" , "u the" 
"HUM:ind" , "who" , "write" , "the" , "secret" , "who write" , "write the" , "who the" , "who secret" , "write secret" , "the secret" 
"HUM:ind" , "who" , "be" , "the" , "head" , "who be" , "be the" , "who the" , "who head" , "be head" , "the head" 
"NUM:count" , "how" , "many" , "people" , "do" , "how many" , "many people" , "how people" , "how do" , "many do" , "people do" 
"NUM:count" , "how" , "much" , "calcium" , "should" , "how much" , "much calcium" , "how calcium" , "how should" , "much should" , "calcium should" 
"HUM:ind" , "what" , "be" , "the" , "most" , "what be" , "be the" , "what the" , "what most" , "be most" , "the most" 
"HUM:ind" , "who" , "moderate" , "the" , "first" , "who moderate" , "moderate the" , "who the" , "who first" , "moderate first" , "the first" 
"HUM:ind" , "who" , "portray" , "george" , "cohan" , "who portray" , "portray george" , "who george" , "who cohan" , "portray cohan" , "george cohan" 
"NUM:date" , "when" , "be" , "nostradamus" , "bear" , "when be" , "be nostradamus" , "when nostradamus" , "when bear" , "be bear" , "nostradamus bear" 
"HUM:ind" , "who" , "the" , "only" , "president" , "who the" , "the only" , "who only" , "who president" , "the president" , "only president" 
"LOC:country" , "what" , "be" , "the" , "country" , "what be" , "be the" , "what the" , "what country" , "be country" , "the country" 
"NUM:count" , "what" , "be" , "the" , "population" , "what be" , "be the" , "what the" , "what population" , "be population" , "the population" 
